Station,Month,Entries Month,Exits Month
ATLANTIC AV,7,37759,"17724	"
ATLANTIC AV,8,38162,"18403	"
ATLANTIC AV,9,41325,"20178	"
ATLANTIC AV,10,43969,"19817	"
ATLANTIC AV,11,40094,"17823	"
ATLANTIC AV,12,34693,"15965	"
AVENUE H,1,79098,"64308	"
AVENUE H,2,83722,"68582	"
AVENUE H,3,91968,"75614	"
AVENUE H,4,87445,"74683	"
AVENUE H,5,82166,"72651	"
AVENUE H,6,65213,"62249	"
AVENUE H,7,74773,"66233	"
AVENUE H,8,75996,"69050	"
AVENUE H,9,94506,"86655	"
AVENUE H,10,93555,"88063	"
AVENUE H,11,79491,"68580	"
AVENUE H,12,71771,"63661	"
AVENUE I,1,47490,"8698	"
AVENUE I,2,43147,"10076	"
AVENUE I,3,40044,"8833	"
AVENUE I,4,51046,"9969	"
AVENUE I,5,54404,"10834	"
AVENUE I,6,46383,"10432	"
AVENUE I,7,45166,"9945	"
AVENUE I,8,44635,"10120	"
AVENUE I,9,52513,"11878	"
AVENUE I,10,53076,"10097	"
AVENUE I,11,54931,"10936	"
AVENUE I,12,47390,"8860	"
AVENUE J,1,154274,"78468	"
AVENUE J,2,101969,"52922	"
AVENUE J,3,156210,"80047	"
AVENUE J,4,154978,"76893	"
AVENUE J,5,159542,"83332	"
AVENUE J,6,141476,"73536	"
AVENUE J,7,142532,"76327	"
AVENUE J,8,140288,"73767	"
AVENUE J,9,161334,"86250	"
AVENUE J,10,152706,"79432	"
AVENUE J,11,133117,"70001	"
AVENUE J,12,121995,"63986	"
AVENUE M,1,149694,"63844	"
AVENUE M,2,137683,"56888	"
AVENUE M,3,149334,"62966	"
AVENUE M,4,139273,"58327	"
AVENUE M,5,156410,"70674	"
AVENUE M,6,138174,"59263	"
AVENUE M,7,130884,"55809	"
AVENUE M,8,128706,"52754	"
AVENUE M,9,156236,"70096	"
AVENUE M,10,149567,"67786	"
AVENUE M,11,130001,"60332	"
AVENUE M,12,127255,"56560	"
AVENUE N,1,70831,"27624	"
AVENUE N,2,64302,"25107	"
AVENUE N,3,58815,"22183	"
AVENUE N,4,73344,"26376	"
AVENUE N,5,75445,"28328	"
AVENUE N,6,74881,"27556	"
AVENUE N,7,73497,"26654	"
AVENUE N,8,73223,"26447	"
AVENUE N,9,77460,"29651	"
AVENUE N,10,81409,"30500	"
AVENUE N,11,80470,"31161	"
AVENUE N,12,70083,"26817	"
AVENUE P,1,60558,"24156	"
AVENUE P,2,54892,"22466	"
AVENUE P,3,49522,"19753	"
AVENUE P,4,63083,"24615	"
AVENUE P,5,68210,"27911	"
AVENUE P,6,61376,"25714	"
AVENUE P,7,63019,"26196	"
AVENUE P,8,62796,"25597	"
AVENUE P,9,66254,"27135	"
AVENUE P,10,69025,"28456	"
AVENUE P,11,65554,"27826	"
AVENUE P,12,57809,"24593	"
AVENUE U,1,100707,"42518	"
AVENUE U,2,120113,"73893	"
AVENUE U,3,135065,"83374	"
AVENUE U,4,143871,"88285	"
AVENUE U,5,145021,"90062	"
AVENUE U,6,155085,"94321	"
AVENUE U,7,144291,"91068	"
AVENUE U,8,138317,"90342	"
AVENUE U,9,152689,"98739	"
AVENUE U,10,154649,"98779	"
AVENUE U,11,143072,"97670	"
AVENUE U,12,124980,"78570	"
AVENUE X,1,66187,"40539	"
AVENUE X,2,61099,"36764	"
AVENUE X,3,54665,"32756	"
AVENUE X,4,66718,"38335	"
AVENUE X,5,72684,"42843	"
AVENUE X,6,66363,"39586	"
AVENUE X,7,66444,"38490	"
AVENUE X,8,65529,"37298	"
AVENUE X,9,65285,"37811	"
AVENUE X,10,79584,"44416	"
AVENUE X,11,72955,"41277	"
AVENUE X,12,62525,"36637	"
B'WAY-LAFAYETTE,1,439286,"598847	"
B'WAY-LAFAYETTE,2,380740,"506144	"
B'WAY-LAFAYETTE,3,353002,"458429	"
B'WAY-LAFAYETTE,4,539039,"724045	"
B'WAY-LAFAYETTE,5,557312,"749654	"
B'WAY-LAFAYETTE,6,423200,"573059	"
B'WAY-LAFAYETTE,7,592177,"792075	"
B'WAY-LAFAYETTE,8,436135,"590160	"
B'WAY-LAFAYETTE,9,609426,"827386	"
B'WAY-LAFAYETTE,10,692511,"908842	"
B'WAY-LAFAYETTE,11,610790,"830983	"
B'WAY-LAFAYETTE,12,470831,"630434	"
BAY 50 ST,1,67207,"14032	"
BAY 50 ST,2,64227,"13645	"
BAY 50 ST,3,68979,"15082	"
BAY 50 ST,4,63651,"13669	"
BAY 50 ST,5,74731,"17063	"
BAY 50 ST,6,67828,"13689	"
BAY 50 ST,7,71484,"11664	"
BAY 50 ST,8,68387,"10533	"
BAY 50 ST,9,74169,"16884	"
BAY 50 ST,10,77623,"19488	"
BAY 50 ST,11,71042,"17014	"
BAY 50 ST,12,60604,"12635	"
BAY PKWY,1,179211,"155928	"
BAY PKWY,2,166704,"148110	"
BAY PKWY,3,170338,"146733	"
BAY PKWY,4,174978,"150082	"
BAY PKWY,5,197321,"165579	"
BAY PKWY,6,179814,"151037	"
BAY PKWY,7,200853,"169826	"
BAY PKWY,8,183430,"159279	"
BAY PKWY,9,172067,"143393	"
BAY PKWY,10,213538,"181140	"
BAY PKWY,11,187346,"171474	"
BAY PKWY,12,160273,"146113	"
BAY RIDGE AV,1,188298,"156070	"
BAY RIDGE AV,2,191185,"167668	"
BAY RIDGE AV,3,199918,"158809	"
BAY RIDGE AV,4,203575,"124630	"
BAY RIDGE AV,5,217306,"126738	"
BAY RIDGE AV,6,189941,"110109	"
BAY RIDGE AV,7,181749,"100335	"
BAY RIDGE AV,8,176162,"92791	"
BAY RIDGE AV,9,197191,"112122	"
BAY RIDGE AV,10,225565,"132784	"
BAY RIDGE AV,11,198781,"112237	"
BAY RIDGE AV,12,177887,"107882	"
BAY RIDGE-95 ST,1,131478,"82407	"
BAY RIDGE-95 ST,2,142727,"88541	"
BAY RIDGE-95 ST,3,147318,"93424	"
BAY RIDGE-95 ST,4,153361,"95331	"
BAY RIDGE-95 ST,5,160585,"100460	"
BAY RIDGE-95 ST,6,144661,"90475	"
BAY RIDGE-95 ST,7,144929,"93272	"
BAY RIDGE-95 ST,8,140593,"89770	"
BAY RIDGE-95 ST,9,143537,"92442	"
BAY RIDGE-95 ST,10,165074,"106022	"
BAY RIDGE-95 ST,11,131637,"84373	"
BAY RIDGE-95 ST,12,129175,"81578	"
BAYCHESTER AV,1,88991,"14790	"
BAYCHESTER AV,2,85406,"13321	"
BAYCHESTER AV,3,92938,"19118	"
BAYCHESTER AV,4,95285,"22205	"
BAYCHESTER AV,5,98750,"21090	"
BAYCHESTER AV,6,87287,"22473	"
BAYCHESTER AV,7,81413,"17241	"
BAYCHESTER AV,8,82597,"27649	"
BAYCHESTER AV,9,98222,"14591	"
BAYCHESTER AV,10,113268,"16627	"
BAYCHESTER AV,11,98965,"14709	"
BAYCHESTER AV,12,79154,"12280	"
BEACH 105 ST,1,4996,"6400	"
BEACH 105 ST,2,4865,"5783	"
BEACH 105 ST,3,5445,"6435	"
BEACH 105 ST,4,5595,"6689	"
BEACH 105 ST,5,7769,"8434	"
BEACH 105 ST,6,9908,"10228	"
BEACH 105 ST,7,16132,"14543	"
BEACH 105 ST,8,12926,"12793	"
BEACH 105 ST,9,7599,"8498	"
BEACH 105 ST,10,6110,"7709	"
BEACH 105 ST,11,5056,"6397	"
BEACH 105 ST,12,4250,"5298	"
BEACH 25 ST,1,43792,"49342	"
BEACH 25 ST,2,30668,"35182	"
BEACH 25 ST,3,45628,"52103	"
BEACH 25 ST,4,46280,"52795	"
BEACH 25 ST,5,45456,"53807	"
BEACH 25 ST,6,44482,"52152	"
BEACH 25 ST,7,43695,"50573	"
BEACH 25 ST,8,43606,"50636	"
BEACH 25 ST,9,41292,"48905	"
BEACH 25 ST,10,47885,"56008	"
BEACH 25 ST,11,44098,"51377	"
BEACH 25 ST,12,37618,"43618	"
BEACH 36 ST,1,23098,"24490	"
BEACH 36 ST,2,15768,"16786	"
BEACH 36 ST,3,25017,"26770	"
BEACH 36 ST,4,25894,"28080	"
BEACH 36 ST,5,25169,"28257	"
BEACH 36 ST,6,25829,"29006	"
BEACH 36 ST,7,27129,"31349	"
BEACH 36 ST,8,26469,"30524	"
BEACH 36 ST,9,22776,"26079	"
BEACH 36 ST,10,25819,"28850	"
BEACH 36 ST,11,25320,"28361	"
BEACH 36 ST,12,21245,"23666	"
BEACH 44 ST,1,18377,"19887	"
BEACH 44 ST,2,18772,"20107	"
BEACH 44 ST,3,20010,"21875	"
BEACH 44 ST,4,19762,"21718	"
BEACH 44 ST,5,18970,"21781	"
BEACH 44 ST,6,19204,"22513	"
BEACH 44 ST,7,19549,"23803	"
BEACH 44 ST,8,19872,"23600	"
BEACH 44 ST,9,16416,"19779	"
BEACH 44 ST,10,19839,"23235	"
BEACH 44 ST,11,18193,"21469	"
BEACH 44 ST,12,15390,"17820	"
BEACH 60 ST,1,50001,"39492	"
BEACH 60 ST,2,50496,"37846	"
BEACH 60 ST,3,53477,"39374	"
BEACH 60 ST,4,55029,"40629	"
BEACH 60 ST,5,52692,"42207	"
BEACH 60 ST,6,54547,"41981	"
BEACH 60 ST,7,53478,"42620	"
BEACH 60 ST,8,55892,"44005	"
BEACH 60 ST,9,47852,"37700	"
BEACH 60 ST,10,57430,"44612	"
BEACH 60 ST,11,53369,"41219	"
BEACH 60 ST,12,44091,"35217	"
BEACH 67 ST,1,52345,"39837	"
BEACH 67 ST,2,53291,"39996	"
BEACH 67 ST,3,57271,"41306	"
BEACH 67 ST,4,60043,"42670	"
BEACH 67 ST,5,61362,"48447	"
BEACH 67 ST,6,67679,"52762	"
BEACH 67 ST,7,77742,"62483	"
BEACH 67 ST,8,74490,"57787	"
BEACH 67 ST,9,56569,"42371	"
BEACH 67 ST,10,63533,"47328	"
BEACH 67 ST,11,58154,"43107	"
BEACH 67 ST,12,47572,"34873	"
BEACH 90 ST,1,18024,"16630	"
BEACH 90 ST,2,18065,"17077	"
BEACH 90 ST,3,18461,"18248	"
BEACH 90 ST,4,20371,"18940	"
BEACH 90 ST,5,35126,"25359	"
BEACH 90 ST,6,34799,"27757	"
BEACH 90 ST,7,47926,"37914	"
BEACH 90 ST,8,41280,"32620	"
BEACH 90 ST,9,54114,"37623	"
BEACH 90 ST,10,29067,"23544	"
BEACH 90 ST,11,21895,"19867	"
BEACH 90 ST,12,15801,"15249	"
BEACH 98 ST,1,10273,"11603	"
BEACH 98 ST,2,10110,"10407	"
BEACH 98 ST,3,11147,"11361	"
BEACH 98 ST,4,11788,"11694	"
BEACH 98 ST,5,14524,"14895	"
BEACH 98 ST,6,18095,"16945	"
BEACH 98 ST,7,24535,"21741	"
BEACH 98 ST,8,21202,"19591	"
BEACH 98 ST,9,13993,"14108	"
BEACH 98 ST,10,12454,"13139	"
BEACH 98 ST,11,10395,"11417	"
BEACH 98 ST,12,9070,"9556	"
BEDFORD AV,1,697822,"774009	"
BEDFORD AV,2,314109,"350985	"
BEDFORD AV,3,593494,"521271	"
BEDFORD AV,4,734774,"525865	"
BEDFORD AV,5,715338,"474730	"
BEDFORD AV,6,497927,"343444	"
BEDFORD AV,7,618557,"376906	"
BEDFORD AV,8,450280,"277467	"
BEDFORD AV,9,634314,"408374	"
BEDFORD AV,10,733622,"490036	"
BEDFORD AV,11,647973,"421418	"
BEDFORD AV,12,544995,"347710	"
BEDFORD PK BLVD,1,190819,"98234	"
BEDFORD PK BLVD,2,198800,"97138	"
BEDFORD PK BLVD,3,167706,"89884	"
BEDFORD PK BLVD,4,199531,"102563	"
BEDFORD PK BLVD,5,224846,"114942	"
BEDFORD PK BLVD,6,110745,"69688	"
BEDFORD PK BLVD,7,157438,"113080	"
BEDFORD PK BLVD,8,191335,"94940	"
BEDFORD PK BLVD,9,202628,"93099	"
BEDFORD PK BLVD,10,217022,"98092	"
BEDFORD PK BLVD,11,225236,"96430	"
BEDFORD PK BLVD,12,195903,"80224	"
BEDFORD-NOSTRAN,1,229526,"131274	"
BEDFORD-NOSTRAN,2,223077,"118323	"
BEDFORD-NOSTRAN,3,233633,"130775	"
BEDFORD-NOSTRAN,4,232106,"135051	"
BEDFORD-NOSTRAN,5,248061,"138926	"
BEDFORD-NOSTRAN,6,232896,"132457	"
BEDFORD-NOSTRAN,7,230479,"138198	"
BEDFORD-NOSTRAN,8,231947,"141918	"
BEDFORD-NOSTRAN,9,240927,"146640	"
BEDFORD-NOSTRAN,10,254772,"155483	"
BEDFORD-NOSTRAN,11,223534,"137233	"
BEDFORD-NOSTRAN,12,197039,"118782	"
BERGEN ST,1,280701,"122021	"
BERGEN ST,2,274561,"115181	"
BERGEN ST,3,269306,"114427	"
BERGEN ST,4,242519,"191266	"
BERGEN ST,5,308243,"124264	"
BERGEN ST,6,291582,"119675	"
BERGEN ST,7,269152,"112154	"
BERGEN ST,8,242086,"102104	"
BERGEN ST,9,255646,"198016	"
BERGEN ST,10,299423,"119307	"
BERGEN ST,11,282859,"118822	"
BERGEN ST,12,210686,"86540	"
BEVERLEY ROAD,1,88734,"81012	"
BEVERLEY ROAD,2,81675,"73426	"
BEVERLEY ROAD,3,88349,"80002	"
BEVERLEY ROAD,4,88992,"87977	"
BEVERLEY ROAD,5,89061,"86734	"
BEVERLEY ROAD,6,81948,"84906	"
BEVERLEY ROAD,7,87491,"79889	"
BEVERLEY ROAD,8,88194,"82178	"
BEVERLEY ROAD,9,100330,"94947	"
BEVERLEY ROAD,10,101627,"98900	"
BEVERLEY ROAD,11,79467,"73890	"
BEVERLEY ROAD,12,78926,"77312	"
BEVERLY RD,1,102028,"20276	"
BEVERLY RD,2,109216,"22418	"
BEVERLY RD,3,111244,"23214	"
BEVERLY RD,4,115058,"23319	"
BEVERLY RD,5,121681,"24765	"
BEVERLY RD,6,98816,"20297	"
BEVERLY RD,7,98099,"20657	"
BEVERLY RD,8,106077,"21895	"
BEVERLY RD,9,103916,"20983	"
BEVERLY RD,10,112544,"22220	"
BEVERLY RD,11,115274,"26041	"
BEVERLY RD,12,95523,"21056	"
BLEECKER ST,1,401992,"150766	"
BLEECKER ST,2,266690,"105439	"
BLEECKER ST,3,438426,"163709	"
BLEECKER ST,4,416357,"156282	"
BLEECKER ST,5,459887,"167617	"
BLEECKER ST,6,314689,"121307	"
BLEECKER ST,7,402513,"158599	"
BLEECKER ST,8,291028,"110972	"
BLEECKER ST,9,403921,"153394	"
BLEECKER ST,10,446913,"173715	"
BLEECKER ST,11,412757,"165544	"
BLEECKER ST,12,345485,"144468	"
BOROUGH HALL,1,711574,"474662	"
BOROUGH HALL,2,603515,"394448	"
BOROUGH HALL,3,643518,"423317	"
BOROUGH HALL,4,833577,"558188	"
BOROUGH HALL,5,929232,"615566	"
BOROUGH HALL,6,602409,"423591	"
BOROUGH HALL,7,817920,"582738	"
BOROUGH HALL,8,563276,"395528	"
BOROUGH HALL,9,858651,"588535	"
BOROUGH HALL,10,870687,"595614	"
BOROUGH HALL,11,827742,"571688	"
BOROUGH HALL,12,648255,"448932	"
BOTANIC GARDEN,1,33921,"49728	"
BOTANIC GARDEN,2,34385,"49817	"
BOTANIC GARDEN,3,38287,"56275	"
BOTANIC GARDEN,4,39736,"60746	"
BOTANIC GARDEN,5,39547,"64288	"
BOTANIC GARDEN,6,32147,"54486	"
BOTANIC GARDEN,7,35567,"58261	"
BOTANIC GARDEN,8,29806,"51270	"
BOTANIC GARDEN,9,38505,"60281	"
BOTANIC GARDEN,10,43347,"63452	"
BOTANIC GARDEN,11,36878,"54556	"
BOTANIC GARDEN,12,29972,"43426	"
BOWERY,1,73546,"89364	"
BOWERY,2,100047,"113438	"
BOWERY,3,103106,"102968	"
BOWERY,4,114469,"99753	"
BOWERY,5,118545,"104795	"
BOWERY,6,115914,"103278	"
BOWERY,7,119127,"106943	"
BOWERY,8,117447,"104211	"
BOWERY,9,125904,"106168	"
BOWERY,10,129204,"115423	"
BOWERY,11,119084,"105768	"
BOWERY,12,88930,"78689	"
BOWLING GREEN,1,560631,"405943	"
BOWLING GREEN,2,390351,"288631	"
BOWLING GREEN,3,611548,"464652	"
BOWLING GREEN,4,525346,"410108	"
BOWLING GREEN,5,678131,"525325	"
BOWLING GREEN,6,460345,"360994	"
BOWLING GREEN,7,665712,"538189	"
BOWLING GREEN,8,485860,"399848	"
BOWLING GREEN,9,625740,"496590	"
BOWLING GREEN,10,697812,"556526	"
BOWLING GREEN,11,583337,"453387	"
BOWLING GREEN,12,468999,"364953	"
BRIARWOOD,1,130248,"68172	"
BRIARWOOD,2,119712,"62016	"
BRIARWOOD,3,125741,"64629	"
BRIARWOOD,4,127589,"64825	"
BRIARWOOD,5,135709,"68606	"
BRIARWOOD,6,125433,"64964	"
BRIARWOOD,7,120859,"63661	"
BRIARWOOD,8,115327,"60153	"
BRIARWOOD,9,129000,"67592	"
BRIARWOOD,10,138410,"71872	"
BRIARWOOD,11,128665,"72385	"
BRIARWOOD,12,110661,"60124	"
BRIGHTON BEACH,1,288853,"177219	"
BRIGHTON BEACH,2,195500,"126795	"
BRIGHTON BEACH,3,260961,"154347	"
BRIGHTON BEACH,4,315115,"194827	"
BRIGHTON BEACH,5,347266,"216322	"
BRIGHTON BEACH,6,297199,"194078	"
BRIGHTON BEACH,7,353820,"235483	"
BRIGHTON BEACH,8,320162,"218692	"
BRIGHTON BEACH,9,334736,"217992	"
BRIGHTON BEACH,10,309751,"181722	"
BRIGHTON BEACH,11,297886,"167295	"
BRIGHTON BEACH,12,256209,"147328	"
BROAD CHANNEL,1,7406,"1710	"
BROAD CHANNEL,2,7542,"1788	"
BROAD CHANNEL,3,7799,"1809	"
BROAD CHANNEL,4,8172,"1912	"
BROAD CHANNEL,5,8628,"2070	"
BROAD CHANNEL,6,8323,"2347	"
BROAD CHANNEL,7,8682,"3009	"
BROAD CHANNEL,8,8578,"2552	"
BROAD CHANNEL,9,8189,"2205	"
BROAD CHANNEL,10,8492,"2057	"
BROAD CHANNEL,11,7603,"1894	"
BROAD CHANNEL,12,6242,"1658	"
BROAD ST,1,151332,"55826	"
BROAD ST,2,170328,"64021	"
BROAD ST,3,171861,"63800	"
BROAD ST,4,187970,"69929	"
BROAD ST,5,201797,"76803	"
BROAD ST,6,184822,"72512	"
BROAD ST,7,197787,"79207	"
BROAD ST,8,195116,"78892	"
BROAD ST,9,198202,"76067	"
BROAD ST,10,218459,"84182	"
BROAD ST,11,187449,"71556	"
BROAD ST,12,131980,"50648	"
BROADWAY JCT,1,217456,"198154	"
BROADWAY JCT,2,246132,"229431	"
BROADWAY JCT,3,259334,"241668	"
BROADWAY JCT,4,237910,"223072	"
BROADWAY JCT,5,286753,"253199	"
BROADWAY JCT,6,220269,"216094	"
BROADWAY JCT,7,234044,"232031	"
BROADWAY JCT,8,247645,"245701	"
BROADWAY JCT,9,240421,"226583	"
BROADWAY JCT,10,256336,"245013	"
BROADWAY JCT,11,221125,"213662	"
BROADWAY JCT,12,194155,"180895	"
BROADWAY,1,147089,"113205	"
BROADWAY,2,281791,"189495	"
BROADWAY,3,269310,"164735	"
BROADWAY,4,304996,"177427	"
BROADWAY,5,366267,"208853	"
BROADWAY,6,321505,"198720	"
BROADWAY,7,287570,"192645	"
BROADWAY,8,327947,"235560	"
BROADWAY,9,349766,"256321	"
BROADWAY,10,352871,"252179	"
BROADWAY,11,342320,"255589	"
BROADWAY,12,287992,"213934	"
BRONX PARK EAST,1,62598,"27090	"
BRONX PARK EAST,2,60923,"25735	"
BRONX PARK EAST,3,65108,"27478	"
BRONX PARK EAST,4,67603,"28692	"
BRONX PARK EAST,5,66770,"29910	"
BRONX PARK EAST,6,64845,"29245	"
BRONX PARK EAST,7,63566,"27484	"
BRONX PARK EAST,8,60852,"26507	"
BRONX PARK EAST,9,68094,"29437	"
BRONX PARK EAST,10,71657,"30492	"
BRONX PARK EAST,11,63215,"26333	"
BRONX PARK EAST,12,54677,"23548	"
BROOK AV,1,161855,"146185	"
BROOK AV,2,156468,"144407	"
BROOK AV,3,160726,"145199	"
BROOK AV,4,143404,"130996	"
BROOK AV,5,152024,"134790	"
BROOK AV,6,140693,"140356	"
BROOK AV,7,140325,"140672	"
BROOK AV,8,150183,"151253	"
BROOK AV,9,146223,"137282	"
BROOK AV,10,163756,"157224	"
BROOK AV,11,155498,"152186	"
BROOK AV,12,133960,"124720	"
BROOKLYN BRIDGE,1,295670,"240124	"
BROOKLYN BRIDGE,2,319726,"254308	"
BROOKLYN BRIDGE,3,443541,"351459	"
BROOKLYN BRIDGE,4,392930,"298947	"
BROOKLYN BRIDGE,5,481815,"377404	"
BROOKLYN BRIDGE,6,311073,"252802	"
BROOKLYN BRIDGE,7,496531,"411698	"
BROOKLYN BRIDGE,8,289873,"228640	"
BROOKLYN BRIDGE,9,501971,"429535	"
BROOKLYN BRIDGE,10,522619,"421731	"
BROOKLYN BRIDGE,11,458668,"378247	"
BROOKLYN BRIDGE,12,390967,"319356	"
BUHRE AV,1,96535,"91023	"
BUHRE AV,2,92454,"88077	"
BUHRE AV,3,95254,"91593	"
BUHRE AV,4,98619,"93483	"
BUHRE AV,5,102224,"96955	"
BUHRE AV,6,96421,"93104	"
BUHRE AV,7,93290,"89827	"
BUHRE AV,8,92075,"90228	"
BUHRE AV,9,97367,"93597	"
BUHRE AV,10,104504,"99815	"
BUHRE AV,11,96600,"94633	"
BUHRE AV,12,83090,"78528	"
BURKE AV,1,81788,"34148	"
BURKE AV,2,79181,"33165	"
BURKE AV,3,83314,"35224	"
BURKE AV,4,86815,"36695	"
BURKE AV,5,87588,"40520	"
BURKE AV,6,83886,"36376	"
BURKE AV,7,76871,"34194	"
BURKE AV,8,81094,"35641	"
BURKE AV,9,86370,"36309	"
BURKE AV,10,93243,"39790	"
BURKE AV,11,82980,"36276	"
BURKE AV,12,72199,"32397	"
BURNSIDE AV,1,240136,"140527	"
BURNSIDE AV,2,260453,"142717	"
BURNSIDE AV,3,258849,"157050	"
BURNSIDE AV,4,198450,"122076	"
BURNSIDE AV,5,284066,"153580	"
BURNSIDE AV,6,151518,"87905	"
BURNSIDE AV,7,247705,"152979	"
BURNSIDE AV,8,248412,"152425	"
BURNSIDE AV,9,276315,"159071	"
BURNSIDE AV,10,266092,"146475	"
BURNSIDE AV,11,268169,"149088	"
BURNSIDE AV,12,197273,"113729	"
BUSHWICK AV,1,58324,"44778	"
BUSHWICK AV,2,40537,"28158	"
BUSHWICK AV,3,46298,"34508	"
BUSHWICK AV,4,56450,"42694	"
BUSHWICK AV,5,56287,"40540	"
BUSHWICK AV,6,51337,"38812	"
BUSHWICK AV,7,46623,"34318	"
BUSHWICK AV,8,47483,"36694	"
BUSHWICK AV,9,49035,"36674	"
BUSHWICK AV,10,54424,"39201	"
BUSHWICK AV,11,51414,"37378	"
BUSHWICK AV,12,44751,"32194	"
CANAL ST,1,669997,"539829	"
CANAL ST,2,299693,"270732	"
CANAL ST,3,623897,"673434	"
CANAL ST,4,744004,"720499	"
CANAL ST,5,840951,"868076	"
CANAL ST,6,590348,"603721	"
CANAL ST,7,849210,"850752	"
CANAL ST,8,513027,"564129	"
CANAL ST,9,803932,"792088	"
CANAL ST,10,835651,"745566	"
CANAL ST,11,667437,"635436	"
CANAL ST,12,701613,"621306	"
CANARSIE-ROCKAW,1,280457,"68516	"
CANARSIE-ROCKAW,2,244964,"59319	"
CANARSIE-ROCKAW,3,234803,"55352	"
CANARSIE-ROCKAW,4,278911,"61688	"
CANARSIE-ROCKAW,5,308740,"255881	"
CANARSIE-ROCKAW,6,298337,"354334	"
CANARSIE-ROCKAW,7,289334,"348529	"
CANARSIE-ROCKAW,8,286148,"342029	"
CANARSIE-ROCKAW,9,293743,"358646	"
CANARSIE-ROCKAW,10,305995,"382600	"
CANARSIE-ROCKAW,11,269299,"340567	"
CANARSIE-ROCKAW,12,222353,"287691	"
CARROLL ST,1,301573,"133051	"
CARROLL ST,2,280726,"122367	"
CARROLL ST,3,297008,"131883	"
CARROLL ST,4,266701,"111962	"
CARROLL ST,5,330869,"146835	"
CARROLL ST,6,308179,"140303	"
CARROLL ST,7,262958,"120541	"
CARROLL ST,8,270352,"128474	"
CARROLL ST,9,311526,"145113	"
CARROLL ST,10,342337,"156759	"
CARROLL ST,11,281292,"132852	"
CARROLL ST,12,259336,"119004	"
CASTLE HILL AV,1,167982,"175722	"
CASTLE HILL AV,2,157861,"166660	"
CASTLE HILL AV,3,165759,"177042	"
CASTLE HILL AV,4,170781,"175694	"
CASTLE HILL AV,5,173144,"183201	"
CASTLE HILL AV,6,163231,"174636	"
CASTLE HILL AV,7,161760,"171393	"
CASTLE HILL AV,8,155532,"168045	"
CASTLE HILL AV,9,161702,"176839	"
CASTLE HILL AV,10,177488,"185615	"
CASTLE HILL AV,11,167524,"180903	"
CASTLE HILL AV,12,141352,"143821	"
CATHEDRAL PKWY,1,270367,"168172	"
CATHEDRAL PKWY,2,193082,"140224	"
CATHEDRAL PKWY,3,211485,"139130	"
CATHEDRAL PKWY,4,280915,"246164	"
CATHEDRAL PKWY,5,258472,"257673	"
CATHEDRAL PKWY,6,191155,"142620	"
CATHEDRAL PKWY,7,146970,"107391	"
CATHEDRAL PKWY,8,143361,"131329	"
CATHEDRAL PKWY,9,235095,"159270	"
CATHEDRAL PKWY,10,292244,"192353	"
CATHEDRAL PKWY,11,272776,"178608	"
CATHEDRAL PKWY,12,190760,"124542	"
CENTRAL AV,1,81094,"70649	"
CENTRAL AV,2,115624,"110120	"
CENTRAL AV,3,112206,"103329	"
CENTRAL AV,4,101609,"90828	"
CENTRAL AV,5,128531,"125368	"
CENTRAL AV,6,127442,"122772	"
CENTRAL AV,7,128494,"125318	"
CENTRAL AV,8,132664,"130634	"
CENTRAL AV,9,141920,"140925	"
CENTRAL AV,10,148930,"147678	"
CENTRAL AV,11,134354,"133923	"
CENTRAL AV,12,108638,"108677	"
CENTRAL PK N110,1,210678,"191877	"
CENTRAL PK N110,2,157567,"141485	"
CENTRAL PK N110,3,235714,"221911	"
CENTRAL PK N110,4,241293,"230591	"
CENTRAL PK N110,5,261183,"282328	"
CENTRAL PK N110,6,240434,"243008	"
CENTRAL PK N110,7,230257,"239253	"
CENTRAL PK N110,8,165693,"165785	"
CENTRAL PK N110,9,225184,"233344	"
CENTRAL PK N110,10,242490,"247348	"
CENTRAL PK N110,11,212495,"210085	"
CENTRAL PK N110,12,181098,"174336	"
CHAMBERS ST,1,1229878,"820027	"
CHAMBERS ST,2,952202,"634143	"
CHAMBERS ST,3,1160844,"786298	"
CHAMBERS ST,4,1211257,"833873	"
CHAMBERS ST,5,1215385,"842306	"
CHAMBERS ST,6,835089,"596220	"
CHAMBERS ST,7,1311531,"921320	"
CHAMBERS ST,8,812626,"643438	"
CHAMBERS ST,9,1197974,"907556	"
CHAMBERS ST,10,1371836,"1122800	"
CHAMBERS ST,11,1226987,"1056165	"
CHAMBERS ST,12,1032769,"902993	"
CHAUNCEY ST,1,79267,"35994	"
CHAUNCEY ST,2,91131,"42867	"
CHAUNCEY ST,3,90880,"42952	"
CHAUNCEY ST,4,87317,"41219	"
CHAUNCEY ST,5,95067,"45057	"
CHAUNCEY ST,6,92271,"43928	"
CHAUNCEY ST,7,92255,"45359	"
CHAUNCEY ST,8,92205,"45841	"
CHAUNCEY ST,9,90497,"49958	"
CHAUNCEY ST,10,100277,"51138	"
CHAUNCEY ST,11,91184,"47315	"
CHAUNCEY ST,12,73385,"37160	"
CHRISTOPHER ST,1,227078,"189126	"
CHRISTOPHER ST,2,255782,"215186	"
CHRISTOPHER ST,3,239688,"196103	"
CHRISTOPHER ST,4,269212,"222107	"
CHRISTOPHER ST,5,246492,"208657	"
CHRISTOPHER ST,6,228008,"212889	"
CHRISTOPHER ST,7,283293,"282726	"
