Station,Month,Entries Month,Exits Month
SUTTER AV,3,87805,"65668	"
SUTTER AV,4,91963,"68076	"
SUTTER AV,5,95535,"70217	"
SUTTER AV,6,88838,"72417	"
SUTTER AV,7,82134,"69641	"
SUTTER AV,8,81172,"69682	"
SUTTER AV,9,87018,"69964	"
SUTTER AV,10,92371,"72021	"
SUTTER AV,11,85627,"66941	"
SUTTER AV,12,73019,"56792	"
SUTTER AV-RUTLD,1,173564,"188916	"
SUTTER AV-RUTLD,2,169021,"181956	"
SUTTER AV-RUTLD,3,172414,"186301	"
SUTTER AV-RUTLD,4,180617,"195792	"
SUTTER AV-RUTLD,5,181158,"198993	"
SUTTER AV-RUTLD,6,160023,"178395	"
SUTTER AV-RUTLD,7,109168,"122735	"
SUTTER AV-RUTLD,8,115864,"132431	"
SUTTER AV-RUTLD,9,173904,"195059	"
SUTTER AV-RUTLD,10,191913,"214426	"
SUTTER AV-RUTLD,11,166961,"188166	"
SUTTER AV-RUTLD,12,142296,"158594	"
THIRTY ST,1,51444,"33219	"
THIRTY ST,2,13679,"10192	"
THIRTY ST,3,176863,"47213	"
THIRTY ST,4,117186,"113516	"
THIRTY ST,5,215720,"211856	"
THIRTY ST,6,187922,"170808	"
THIRTY ST,7,239102,"267236	"
THIRTY ST,8,107190,"108656	"
THIRTY ST,9,143899,"77543	"
THIRTY ST,10,254477,"208021	"
THIRTY ST,11,328581,"316117	"
THIRTY ST,12,120209,"130932	"
THIRTY THIRD ST,1,81785,"72721	"
THIRTY THIRD ST,2,249086,"205831	"
THIRTY THIRD ST,3,77598,"56658	"
THIRTY THIRD ST,4,210081,"159658	"
THIRTY THIRD ST,5,90991,"69808	"
THIRTY THIRD ST,6,184909,"226873	"
THIRTY THIRD ST,7,607515,"410859	"
THIRTY THIRD ST,8,234015,"251544	"
THIRTY THIRD ST,9,48447,"53973	"
THIRTY THIRD ST,10,455727,"250400	"
THIRTY THIRD ST,11,307366,"243125	"
THIRTY THIRD ST,12,89673,"66184	"
TIMES SQ-42 ST,1,1967175,"1815602	"
TIMES SQ-42 ST,2,1231689,"1153394	"
TIMES SQ-42 ST,3,2064620,"1913836	"
TIMES SQ-42 ST,4,2179962,"2001447	"
TIMES SQ-42 ST,5,1865621,"1725395	"
TIMES SQ-42 ST,6,1541633,"1462314	"
TIMES SQ-42 ST,7,2124501,"2013307	"
TIMES SQ-42 ST,8,1589624,"1502319	"
TIMES SQ-42 ST,9,2189334,"2083294	"
TIMES SQ-42 ST,10,2158731,"2087427	"
TIMES SQ-42 ST,11,1427494,"1399754	"
TIMES SQ-42 ST,12,541248,"550075	"
TOMPKINSVILLE,2,2361,"8	"
TOMPKINSVILLE,8,4148,"1	"
TOMPKINSVILLE,11,758,"1	"
TOMPKINSVILLE,12,762,"1	"
TREMONT AV,1,256179,"151159	"
TREMONT AV,2,241998,"137818	"
TREMONT AV,3,249369,"142089	"
TREMONT AV,4,255082,"154816	"
TREMONT AV,5,279871,"174228	"
TREMONT AV,6,250943,"163707	"
TREMONT AV,7,250155,"161357	"
TREMONT AV,8,248941,"162448	"
TREMONT AV,9,256555,"166222	"
TREMONT AV,10,255327,"158510	"
TREMONT AV,11,253641,"151171	"
TREMONT AV,12,219961,"147487	"
TWENTY THIRD ST,1,116538,"118340	"
TWENTY THIRD ST,2,28370,"34889	"
TWENTY THIRD ST,3,209129,"61918	"
TWENTY THIRD ST,4,47348,"49810	"
TWENTY THIRD ST,5,117477,"111388	"
TWENTY THIRD ST,6,249070,"185080	"
TWENTY THIRD ST,7,263266,"397041	"
TWENTY THIRD ST,8,239349,"178525	"
TWENTY THIRD ST,9,192704,"94537	"
TWENTY THIRD ST,10,192001,"124809	"
TWENTY THIRD ST,11,380866,"288709	"
TWENTY THIRD ST,12,157812,"173994	"
UNION ST,1,192256,"147464	"
UNION ST,2,184816,"140492	"
UNION ST,3,190559,"151819	"
UNION ST,4,191278,"134915	"
UNION ST,5,198091,"134733	"
UNION ST,6,195262,"143694	"
UNION ST,7,180932,"141818	"
UNION ST,8,183987,"142088	"
UNION ST,9,181425,"143503	"
UNION ST,10,208070,"160968	"
UNION ST,11,181878,"135817	"
UNION ST,12,168238,"123882	"
UTICA AV,1,423243,"335546	"
UTICA AV,2,294463,"231020	"
UTICA AV,3,430724,"343604	"
UTICA AV,4,449121,"360829	"
UTICA AV,5,471027,"377803	"
UTICA AV,6,320075,"267021	"
UTICA AV,7,429357,"355607	"
UTICA AV,8,315045,"262484	"
UTICA AV,9,436019,"363615	"
UTICA AV,10,465229,"382218	"
UTICA AV,11,422111,"347789	"
UTICA AV,12,345117,"299937	"
V.CORTLANDT PK,1,188067,"76067	"
V.CORTLANDT PK,2,183341,"75434	"
V.CORTLANDT PK,3,185502,"77838	"
V.CORTLANDT PK,4,186253,"78555	"
V.CORTLANDT PK,5,191985,"82229	"
V.CORTLANDT PK,6,160980,"69549	"
V.CORTLANDT PK,7,181841,"84103	"
V.CORTLANDT PK,8,187134,"83993	"
V.CORTLANDT PK,9,190450,"82614	"
V.CORTLANDT PK,10,217429,"96693	"
V.CORTLANDT PK,11,190292,"85163	"
V.CORTLANDT PK,12,127080,"53447	"
VAN SICLEN AV,1,77838,"56507	"
VAN SICLEN AV,2,52331,"38433	"
VAN SICLEN AV,3,75405,"51144	"
VAN SICLEN AV,4,73948,"51695	"
VAN SICLEN AV,5,77134,"57241	"
VAN SICLEN AV,6,75227,"54967	"
VAN SICLEN AV,7,76990,"64477	"
VAN SICLEN AV,8,72575,"56837	"
VAN SICLEN AV,9,75916,"60589	"
VAN SICLEN AV,10,84245,"65267	"
VAN SICLEN AV,11,75886,"58903	"
VAN SICLEN AV,12,63212,"47325	"
VAN SICLEN AVE,1,77083,"75543	"
VAN SICLEN AVE,2,73205,"71480	"
VAN SICLEN AVE,3,78479,"74300	"
VAN SICLEN AVE,4,79570,"76157	"
VAN SICLEN AVE,5,85620,"85478	"
VAN SICLEN AVE,6,76350,"75178	"
VAN SICLEN AVE,7,75778,"78685	"
VAN SICLEN AVE,8,76032,"75432	"
VAN SICLEN AVE,9,80689,"81842	"
VAN SICLEN AVE,10,85180,"87035	"
VAN SICLEN AVE,11,77986,"80127	"
VAN SICLEN AVE,12,65774,"66818	"
VERNON-JACKSON,1,316380,"217365	"
VERNON-JACKSON,2,354002,"252567	"
VERNON-JACKSON,3,387170,"278472	"
VERNON-JACKSON,4,414746,"299882	"
VERNON-JACKSON,5,432773,"313846	"
VERNON-JACKSON,6,271669,"202267	"
VERNON-JACKSON,7,385553,"283174	"
VERNON-JACKSON,8,247591,"191563	"
VERNON-JACKSON,9,372867,"285092	"
VERNON-JACKSON,10,442280,"324620	"
VERNON-JACKSON,11,336807,"247069	"
VERNON-JACKSON,12,281751,"204460	"
W 4 ST-WASH SQ,1,1027661,"939913	"
W 4 ST-WASH SQ,2,789556,"715932	"
W 4 ST-WASH SQ,3,1147883,"1033172	"
W 4 ST-WASH SQ,4,1209250,"1106407	"
W 4 ST-WASH SQ,5,1246994,"1128958	"
W 4 ST-WASH SQ,6,907204,"811950	"
W 4 ST-WASH SQ,7,1145839,"1060487	"
W 4 ST-WASH SQ,8,779235,"735401	"
W 4 ST-WASH SQ,9,1223047,"1142875	"
W 4 ST-WASH SQ,10,1346054,"1262226	"
W 4 ST-WASH SQ,11,1090221,"1017802	"
W 4 ST-WASH SQ,12,703114,"661994	"
W 8 ST-AQUARIUM,1,50880,"32632	"
W 8 ST-AQUARIUM,2,49790,"32891	"
W 8 ST-AQUARIUM,3,48622,"32561	"
W 8 ST-AQUARIUM,4,66745,"52801	"
W 8 ST-AQUARIUM,5,75311,"61541	"
W 8 ST-AQUARIUM,6,92849,"83922	"
W 8 ST-AQUARIUM,7,110299,"105845	"
W 8 ST-AQUARIUM,8,105736,"101235	"
W 8 ST-AQUARIUM,9,72744,"59631	"
W 8 ST-AQUARIUM,10,64827,"48799	"
W 8 ST-AQUARIUM,11,51258,"36266	"
W 8 ST-AQUARIUM,12,44253,"29341	"
WAKEFIELD/241,1,125531,"136613	"
WAKEFIELD/241,2,121319,"130734	"
WAKEFIELD/241,3,125056,"136733	"
WAKEFIELD/241,4,129077,"141152	"
WAKEFIELD/241,5,135550,"152979	"
WAKEFIELD/241,6,119100,"134987	"
WAKEFIELD/241,7,126410,"141958	"
WAKEFIELD/241,8,125026,"139990	"
WAKEFIELD/241,9,103769,"119091	"
WAKEFIELD/241,10,127107,"142912	"
WAKEFIELD/241,11,122897,"138360	"
WAKEFIELD/241,12,103912,"117469	"
WALL ST,1,667369,"572641	"
WALL ST,2,456633,"392441	"
WALL ST,3,544889,"476857	"
WALL ST,4,762308,"651318	"
WALL ST,5,894241,"758606	"
WALL ST,6,598037,"513317	"
WALL ST,7,823223,"727082	"
WALL ST,8,460026,"403584	"
WALL ST,9,707059,"619850	"
WALL ST,10,919880,"825746	"
WALL ST,11,791254,"702800	"
WALL ST,12,329553,"294896	"
WEST FARMS SQ,1,168344,"114252	"
WEST FARMS SQ,2,167700,"115636	"
WEST FARMS SQ,3,177680,"124216	"
WEST FARMS SQ,4,177910,"128764	"
WEST FARMS SQ,5,196249,"140362	"
WEST FARMS SQ,6,184733,"134789	"
WEST FARMS SQ,7,174020,"131749	"
WEST FARMS SQ,8,169040,"121897	"
WEST FARMS SQ,9,172468,"122204	"
WEST FARMS SQ,10,198267,"136466	"
WEST FARMS SQ,11,164860,"114982	"
WEST FARMS SQ,12,145780,"103409	"
WESTCHESTER SQ,1,151681,"143799	"
WESTCHESTER SQ,2,144678,"136311	"
WESTCHESTER SQ,3,147441,"140894	"
WESTCHESTER SQ,4,155240,"145024	"
WESTCHESTER SQ,5,160798,"150373	"
WESTCHESTER SQ,6,146044,"137578	"
WESTCHESTER SQ,7,143203,"135104	"
WESTCHESTER SQ,8,148741,"143235	"
WESTCHESTER SQ,9,155242,"148196	"
WESTCHESTER SQ,10,165937,"153333	"
WESTCHESTER SQ,11,154198,"145467	"
WESTCHESTER SQ,12,117011,"105956	"
WHITEHALL S-FRY,1,415298,"397587	"
WHITEHALL S-FRY,2,249088,"233371	"
WHITEHALL S-FRY,3,421689,"393440	"
WHITEHALL S-FRY,4,441783,"418510	"
WHITEHALL S-FRY,5,493121,"459335	"
WHITEHALL S-FRY,6,337388,"319465	"
WHITEHALL S-FRY,7,509084,"478799	"
WHITEHALL S-FRY,8,374635,"363440	"
WHITEHALL S-FRY,9,358431,"333844	"
WHITEHALL S-FRY,10,498191,"465231	"
WHITEHALL S-FRY,11,427526,"405984	"
WHITEHALL S-FRY,12,400639,"384217	"
WHITLOCK AV,1,50204,"52395	"
WHITLOCK AV,2,47325,"50133	"
WHITLOCK AV,3,48278,"52203	"
WHITLOCK AV,4,51327,"53990	"
WHITLOCK AV,5,50635,"55236	"
WHITLOCK AV,6,45837,"52875	"
WHITLOCK AV,7,36824,"42530	"
WHITLOCK AV,8,45478,"52490	"
WHITLOCK AV,9,49953,"55174	"
WHITLOCK AV,10,53551,"59481	"
WHITLOCK AV,11,50961,"56999	"
WHITLOCK AV,12,42944,"45831	"
WILSON AV,1,118990,"113584	"
WILSON AV,2,87612,"77841	"
WILSON AV,3,100294,"91849	"
WILSON AV,4,121229,"112176	"
WILSON AV,5,120618,"114067	"
WILSON AV,6,113970,"108432	"
WILSON AV,7,100981,"95068	"
WILSON AV,8,102693,"95386	"
WILSON AV,9,105037,"97725	"
WILSON AV,10,118804,"108343	"
WILSON AV,11,112508,"99754	"
WILSON AV,12,96560,"88478	"
WINTHROP ST,1,173659,"33522	"
WINTHROP ST,2,182388,"38808	"
WINTHROP ST,3,170299,"38010	"
WINTHROP ST,4,163262,"38693	"
WINTHROP ST,5,170533,"40188	"
WINTHROP ST,6,148521,"34349	"
WINTHROP ST,7,31730,"10456	"
WINTHROP ST,8,148303,"28853	"
WINTHROP ST,9,179814,"33992	"
WINTHROP ST,10,187776,"39247	"
WINTHROP ST,11,182279,"37659	"
WINTHROP ST,12,154914,"37317	"
WOODHAVEN BLVD,1,446966,"291280	"
WOODHAVEN BLVD,2,283068,"195259	"
WOODHAVEN BLVD,3,424505,"278820	"
WOODHAVEN BLVD,4,433532,"307633	"
WOODHAVEN BLVD,5,440286,"333709	"
WOODHAVEN BLVD,6,306909,"222560	"
WOODHAVEN BLVD,7,448262,"310141	"
WOODHAVEN BLVD,8,295271,"195177	"
WOODHAVEN BLVD,9,463125,"302579	"
WOODHAVEN BLVD,10,517283,"404412	"
WOODHAVEN BLVD,11,505353,"368478	"
WOODHAVEN BLVD,12,467177,"327580	"
WOODLAWN,1,167050,"35183	"
WOODLAWN,2,165319,"35601	"
WOODLAWN,3,171998,"38115	"
WOODLAWN,4,181077,"40838	"
WOODLAWN,5,193221,"45032	"
WOODLAWN,6,184351,"44308	"
WOODLAWN,7,181828,"45757	"
WOODLAWN,8,183367,"45568	"
WOODLAWN,9,178433,"43267	"
WOODLAWN,10,178658,"44096	"
WOODLAWN,11,173617,"44491	"
WOODLAWN,12,141472,"33991	"
WORLD TRADE CTR,1,409673,"333711	"
WORLD TRADE CTR,2,263887,"212897	"
WORLD TRADE CTR,3,370235,"291856	"
WORLD TRADE CTR,4,413363,"329017	"
WORLD TRADE CTR,5,449246,"361129	"
WORLD TRADE CTR,6,297695,"234797	"
WORLD TRADE CTR,7,458071,"367086	"
WORLD TRADE CTR,8,318937,"252053	"
WORLD TRADE CTR,9,397985,"313349	"
WORLD TRADE CTR,10,512755,"406299	"
WORLD TRADE CTR,11,438238,"351121	"
WORLD TRADE CTR,12,373459,"313347	"
WTC-CORTLANDT,1,325906,"256251	"
WTC-CORTLANDT,2,312276,"246117	"
WTC-CORTLANDT,3,309826,"241468	"
WTC-CORTLANDT,4,352346,"278870	"
WTC-CORTLANDT,5,356470,"289904	"
WTC-CORTLANDT,6,352847,"280659	"
WTC-CORTLANDT,7,389614,"316501	"
WTC-CORTLANDT,8,240737,"201153	"
WTC-CORTLANDT,9,345399,"280445	"
WTC-CORTLANDT,10,383198,"321249	"
WTC-CORTLANDT,11,330838,"280016	"
WTC-CORTLANDT,12,232934,"193539	"
YORK ST,1,286170,"133102	"
YORK ST,2,283304,"129159	"
YORK ST,3,297072,"138480	"
YORK ST,4,319035,"143841	"
YORK ST,5,355895,"170561	"
YORK ST,6,345059,"178433	"
YORK ST,7,343258,"191772	"
YORK ST,8,358494,"195711	"
YORK ST,9,359940,"186398	"
YORK ST,10,362717,"184871	"
YORK ST,11,314010,"156177	"
YORK ST,12,278172,"136282	"
ZEREGA AV,1,64990,"60361	"
ZEREGA AV,2,63104,"59929	"
ZEREGA AV,3,65719,"62597	"
ZEREGA AV,4,68454,"64131	"
ZEREGA AV,5,70752,"66842	"
ZEREGA AV,6,66112,"62567	"
ZEREGA AV,7,60201,"56811	"
ZEREGA AV,8,62934,"60843	"
ZEREGA AV,9,67520,"64130	"
ZEREGA AV,10,73076,"67966	"
ZEREGA AV,11,68240,"64481	"
ZEREGA AV,12,58358,"53156	"
